name,prompt,negative_prompt
NA-FLUX-Textured Palette Knife,"Textured Palette Knife style, {prompt}. Bold, sculptural application of paint creating rich textures and depth. Thick, impasto strokes layered to build up the image. Strong contrast between smooth and rough areas. Emphasis on form and shape rather than fine detail. Often uses a limited color palette for dramatic effect. Inspired by the works of Leonid Afremov and Françoise Nielly. Atmosphere of energy, emotion, and tactile sensations.",
NA-FLUX-Delicate Colored Pencil Realism,"Delicate Colored Pencil Realism style, {prompt}. Highly detailed, photorealistic renderings using layered colored pencil techniques. Smooth color transitions and subtle blending for a painterly effect. Fine linework and stippling to create intricate textures. Emphasis on capturing minute details and subtle color variations. Often features nature subjects or still life compositions. Inspired by the works of Cynthia Knox and Karla Mialynne. Atmosphere of patience, precision, and the beauty in everyday objects.",
NA-FLUX-Hyper-Realistic CG Render,"Hyper-Realistic CG Render style, {prompt}. Photo-realistic 3D modeling with incredible attention to detail. Advanced lighting techniques including global illumination and ray tracing. Complex textures and materials with accurate reflections and refractions. Depth of field and motion blur for cinematic effect. Often features impossible or fantastical scenes made to look real. Inspired by works seen in high-end visual effects and animated films. Atmosphere of technological mastery and blurred lines between reality and digital creation.",
NA-FLUX-Vintage Comic Book,"Vintage Comic Book style, {prompt}. Bold, black outlines with flat color fills. Halftone dot patterns for shading and color gradients. Dynamic action poses and exaggerated expressions. Use of speed lines and impact stars for movement and emphasis. Text boxes and thought bubbles integrated into the composition. Inspired by classic superhero comics of the 1960s and 70s. Atmosphere of heroic adventures, dramatic confrontations, and larger-than-life characters.",
NA-FLUX-Retro Pixel Art,"Retro Pixel Art style, {prompt}. Deliberately low-resolution imagery reminiscent of early video games. Limited color palettes using bright, saturated hues. Chunky, blocky forms with visible individual pixels. Creative use of dithering for shading and texture. Often features isometric perspectives or side-scrolling layouts. Inspired by 8-bit and 16-bit era games and modern indie pixel art. Atmosphere of nostalgia, simplicity, and creative constraint.",
NA-FLUX-Classic Shonen Manga,"Classic Shonen Manga style, {prompt}. Bold, dynamic linework with heavy use of speed lines and impact frames. Exaggerated facial expressions and dramatic poses. Highly detailed action scenes contrasted with simplified backgrounds. Use of screen tones for shading and special effects. Often features spiky-haired protagonists and epic battles. Inspired by works like ""Dragon Ball"" and ""Naruto"". Atmosphere of high-energy action, friendship, and overcoming impossible odds.",
NA-FLUX-Soft Shojo Aesthetics,"Soft Shojo Aesthetics style, {prompt}. Delicate, flowing linework with an emphasis on beauty and emotion. Large, sparkling eyes and small, pointed chins on characters. Soft, pastel color palettes with occasional flourishes of flowers or sparkles. Focus on character relationships and internal emotional states. Often features school settings or romantic scenarios. Inspired by works like ""Fruits Basket"" and ""Ouran High School Host Club"". Atmosphere of young love, personal growth, and gentle humor.",
NA-FLUX-Cyberpunk Neo-Tokyo,"Cyberpunk Neo-Tokyo style, {prompt}. Gritty, detailed cityscapes bathed in neon lights and holographic billboards. Fusion of high-tech and traditional Japanese elements. Characters often featuring cybernetic enhancements or in futuristic gear. High contrast lighting with deep shadows and vibrant highlights. Complex mechanical designs and intricate technological details. Inspired by works like ""Akira"" and ""Ghost in the Shell"". Atmosphere of technological dystopia, social unrest, and human-machine interface.",
NA-FLUX-Ethereal Ghibli-esque,"Ethereal Ghibli-esque style, {prompt}. Soft, painterly backgrounds with attention to natural details. Simplified, expressive character designs with a focus on fluid movement. Whimsical elements and magical realism integrated into everyday scenes. Gentle color palettes emphasizing greens, blues, and earthy tones. Often features themes of nature, childhood, and the spirit world. Inspired by Studio Ghibli films like ""My Neighbor Totoro"" and ""Spirited Away"". Atmosphere of wonder, environmental consciousness, and the magic in the mundane.",
NA-FLUX-Dark Gothic Horror Manga,"Dark Gothic Horror Manga style, {prompt}. Heavy use of black ink and negative space for ominous atmosphere. Intricate, often grotesque monster designs and body horror elements. Sharp contrasts between light and shadow for dramatic effect. Detailed crosshatching and stippling for texture and depth. Often features psychological horror and supernatural themes. Inspired by works like ""Berserk"" and ""Junji Ito's"" creations. Atmosphere of dread, psychological unease, and confrontation with the unknown.",
NA-FLUX-Dynamic Digital Concept Art,"Dynamic Digital Concept Art style, {prompt}. Bold, cinematic compositions with a focus on mood and atmosphere. Combination of photo-realistic elements with imaginative designs. Strong use of perspective and dramatic lighting effects. Often features futuristic or fantasy environments and characters. Inspired by the work of concept artists in the film and gaming industries. Atmosphere of world-building, visual storytelling, and the merging of reality and imagination.",
NA-FLUX-Classic Graphite Pencil Sketch,"Classic Graphite Pencil Sketch style, {prompt}. Refined linework with varying pressure for depth and dimension. Subtle shading techniques including hatching, cross-hatching, and stippling. Emphasis on light and shadow to create form and volume. Careful attention to proportion and perspective. Often features still life, portraits, or architectural subjects. Inspired by masters like Leonardo da Vinci and contemporary realist artists. Atmosphere of timeless elegance, precision, and the beauty of monochrome simplicity.",
NA-FLUX-Traditional Oil Painting,"Traditional Oil Painting style, {prompt}. Rich, layered application of oil paints for depth and luminosity. Use of glazing techniques for subtle color effects and atmosphere. Attention to light, shadow, and color temperature. Often features landscapes, portraits, or still life compositions. Blending of colors directly on the canvas for smooth transitions. Inspired by Old Masters and contemporary realist painters. Atmosphere of classical beauty, depth, and the timeless quality of oil on canvas.",
NA-FLUX-Expressive Watercolor Wash,"Expressive Watercolor Wash style, {prompt}. Fluid, transparent layers of watercolor pigments. Wet-on-wet technique for soft edges and color blending. Use of white space and paper texture as part of the composition. Often features landscapes, floral subjects, or atmospheric scenes. Emphasis on spontaneity and the unpredictable nature of water and pigment. Inspired by artists like J.M.W. Turner and contemporary watercolorists. Atmosphere of lightness, freshness, and the delicate interplay of water and color.",
NA-FLUX-Dynamic Charcoal Drawing,"Dynamic Charcoal Drawing style, {prompt}. Bold, expressive strokes with varying pressure and thickness. Use of erasers and blending tools for atmospheric effects. High contrast between deep blacks and bright highlights. Often features figure studies, dramatic portraits, or moody landscapes. Emphasis on gesture, movement, and emotional impact. Inspired by artists like Käthe Kollwitz and contemporary figurative artists. Atmosphere of raw energy, depth, and the power of monochromatic expression.",
NA-FLUX-Precise Ink Linework,"Precise Ink Linework style, {prompt}. Clean, confident lines with varying thickness for emphasis. Use of cross-hatching and stippling for shading and texture. High level of detail and precision in rendering forms. Often features architectural subjects, intricate patterns, or detailed illustrations. Emphasis on clarity, structure, and the power of black and white. Inspired by artists like Albrecht Dürer and contemporary pen and ink illustrators. Atmosphere of clarity, intricacy, and the timeless appeal of black ink on paper."

>>>>>>>> ART STYLE <<<<<<<<,,

NA - style 3D Model,"Creating art using 3D model {prompt} photorealistic textures, detailed modeling, three-dimensional modeling, accurate lighting, dynamic angles",
NA - style Abstract,"non-representational shapes, bold color blocks, experimental layouts, free-form expression",
NA - style Action,"action-packed shot of {prompt}. 200mm lens, f/2.8, high shutter speed, capture the peak moment, dynamic motion, intense expressions, dramatic conflict, high-energy scenes",
NA - style Atmospheric,"moody lighting, immersive environments, subtle textures, evocative landscapes",
NA - style Caricature,"exaggerated features, {prompt}, humorous interpretation, big head, big eyes, playful colors, satirical tone",
NA - style Cinematic Film,"film-like grain, {prompt} . widescreen format, dramatic lighting, storytelling composition",
NA - style Cinematic Photo,"high-resolution, depth of field, cinematic lighting, narrative moments",
NA - style Comics Book,"bold lines, saturated colors, comic {prompt}, dramatic shading, action-packed scenes, overblown highlights, noisy, grainy, oversaturated, wide-angle distortion, graphic illustration, comic art, graphic novel art, vibrant, highly detailed",
NA - style Dark fantasy,"brooding atmospheres, Gothic architecture, shadowy figures, foreboding landscapes, creatures of the night, by Brom, H.R. Giger, Frank Frazetta, Anne Stokes, Luis Royo",
NA - style Fantasy,"intricate details, ethereal glow, otherworldly landscapes, mystical creatures, enchanted elements, by Brian Froud, John Howe, Yoshitaka Amano, Kinuko Y. Craft, Paul Bonner",
NA - style GTA Style,"gta iv art style, satirical elements, vibrant urban environments, dynamic characters, action-oriented scenes, gta loading, screen art, gta chinatown art style",
NA - style Gothic Style,"dark gothic architecture, melancholic mood, historical elements, intricate details",
NA - style Graffiti Art,"street art aesthetics, bold colors, urban themes, expressive lettering",
NA - style HDR Photo,"high dynamic range, vivid details in shadows and highlights, enhanced textures, realistic scenes",
NA - style Horror,"dark and eerie atmospheres, unsettling imagery, high contrast, fear-inducing elements",
NA - style Kawaii,"cute characters, pastel colors, adorable themes, playful elements",
NA - style Mysticism,"ethereal visuals, symbolic motifs, mysterious ambiance, arcane symbols",
NA - style Photo Portrait,"focused lighting, detailed facial expressions, clear background, personal character",
NA - style Pixel-art,"pixel-art {prompt}, low-res, blocky, pixel art style, 8-bit graphics8-bit style, pixelated textures, retro gaming aesthetics, limited color palettes",
NA - style illustration,"detailed line work, vibrant colors, imaginative themes, dynamic compositions",
NA - style Alien Themed,"otherworldly creatures, futuristic technology, extraterrestrial landscapes, sci-fi elements",
NA - style Expressionism,"Expressionism style {prompt} . Emotional expression over realism, distorted forms for effect, vibrant colors, by artists like Edvard Munch","photorealism, accurate proportions, muted colors, calm expressions, lack of emotional intensity"
NA - style Vector,"Vector style {prompt} . Clean lines, flat colors, scalable graphics, by artists like Malika Favre, simplicity and boldness","textured brushwork, gradient shading, non-scalable details, photorealism"
NA - style Cartoon,"Cartoon style {prompt} . Simplified features, exaggerated expressions, bold outlines, vibrant colors, by artists like Charles Schulz","hyperrealistic textures, naturalistic colors, detailed backgrounds, serious expressions"
NA - style Fashion Photography,"Fashion Photography style {prompt} . High fashion models, dynamic poses, stylish clothing, by photographers like Mario Testino, glamour and elegance","casual attire, candid poses, everyday scenes, lack of focus on clothing or accessories"
NA - style Grunge,"Grunge style {prompt} . Raw textures, distressed elements, rebellion, by artists like Kurt Cobain, dark colors and edgy themes","casual attire, candid poses, everyday scenes, lack of focus on clothing or accessories"
NA - style Glamour,"Glamour style {prompt} . Luxurious, sophisticated, high-fashion, by artists like George Hurrell, emphasis on beauty and elegance","mundane subjects, casual styles, minimalistic aesthetics, lack of opulence"
NA - style Punk,"Punk style {prompt} . Anarchistic symbols, DIY aesthetic, by artists like Jamie Reid, bold colors and aggressive themes","corporate branding, polished finishes, conservative themes, subdued colors"
NA - style Gothic,"Gothic style {prompt} . Dark, mysterious, medieval influences, by artists like Victoria Francés, elaborate details and somber tones","bright, sunny settings, modern urban life, cheerful colors, absence of dark or mystical elements"
NA - style Vintage,"Vintage style {prompt} . Classic aesthetics from 1920s to 1970s, sepia tones, by artists like Norman Rockwell, aged textures and nostalgic imagery","modern digital effects, futuristic themes, bright neon colors, minimalistic modern design"
NA - style Fashion,"Fashion style {prompt} . High couture, avant-garde outfits, by designers like Coco Chanel, emphasis on textures and sophisticated poses","everyday clothing, casual poses, lack of attention to fashion detail, plain backgrounds"
NA - style Futuristic,"Futuristic style {prompt} . Advanced technology, sci-fi themes, by artists like Syd Mead, sleek designs and neon lighting","historical settings, traditional costumes, rustic textures, absence of modern or sci-fi elements"
NA - style Ethical,"Ethical style {prompt} . Themes promoting sustainability and social justice, by activists and artists alike, meaningful messages and inspirational imagery","depictions of pollution, injustice, scenes encouraging wastefulness, lack of a positive or motivational message"
NA - style Surrealism,"Surrealism style {prompt} . Dream-like scenes, bizarre creatures, by artists like Salvador Dalí, abstract forms and surreal landscapes","strictly realistic and logical depictions, everyday urban scenes, absence of dreamy or abstract elements"
NA - style Digital Art,"Digital Art style {prompt} . Computer-generated artwork, by artists like Beeple, vibrant colors and digital textures","traditional painting techniques, lack of digital medium aesthetics, naturalistic color palettes"
NA - style Texture,"Texture style {prompt} . Visible surface textures, by artists focusing on material qualities, emphasis on tactile perception","flat digital illustrations without texture, smooth surfaces, minimalistic designs without detailed material qualities",
NA - style Hyperrealism,"Hyperrealism style {prompt} . Ultra-realistic images, even more detailed than photography, by artists like Chuck Close, emphasis on texture and minute detail","stylization, abstraction, visible brushstrokes, lack of detail, simplified colors",
NA - Midjourney,"cinematic, highly detailed, {prompt], intricate, sharp focus, elegant, symmetry, perfect, fine, artistic, color spread, enhanced, dynamic composition, creative, ambient atmosphere, professional, glowing, radiant, vivid, beautiful, deep, determined,,, rich, striking, full, incredible, epic, thought, glorious, breathtaking, novel, scenic, amazing, singular",
NA - Hyper-detailed,"hyper-detailed, beautifully color-coded, {prompt} insane details, intricate details, beautifully color graded,  insanely detailed and intricate, hypermaximalist, elegant, hyper realistic, super detailed",
NA - T-Shirts,"abstract, surreal, dynamic brushstrokes, {prompt} vibrant colors, dark background, expressive, intricate details, splashes of paint, traditional and digital art mix, energetic composition, emotional, bold, dramatic","low quality, poorly drawn, blurry, simple, plain, muted colors, dull, extra limbs, malformed, overly intricate, cluttered, low resolution, watermark, text"
NA - Logo,"abstract, surreal, dynamic brushstrokes, {prompt} vibrant colors, dark background, expressive, intricate details, splashes of paint, traditional and digital art mix, energetic composition, emotional, bold, dramatic","cluttered, overly complex, hard to read, messy, unprofessional, pixelated, low resolution, blurry, inconsistent style, boring, dull, flat, poorly designed, unclear, indistinct, unbalanced, unrefined, overly detailed, faint, generic, uninspired"
NA - Sticker,"cute, vibrant, playful, {prompt} bold outlines, bright colors, cartoon style, fun, expressive, whimsical, eye-catching, detailed, glossy finish, friendly, humorous","blurry, pixelated, low resolution, muted colors, dull, boring, plain, poorly drawn, rough lines, inconsistent style, flat, uninspired, unclear, messy, overly complex, hard to see, faint, unappealing, faded, indistinct, muddled"
NA - Tattoo,"detailed, intricate, bold lines, {prompt}, black and white, shading, realistic, artistic, high contrast, skin art, professional, stylized, traditional, modern, unique, expressive","malformed, extra limbs, poorly drawn anatomy, badly drawn, low resolution, blurry, watermark, text, censored, deformed, mutation, ugly, poorly executed, worst quality, low quality, overly complex, cluttered, too detailed, soft, pixelated, inconsistent style, harsh shadows, uneven lighting, cartoonish, juvenile, awkward composition, misaligned elements, overly simplified, rough texture, excessive grain, low contrast, washed out, unrealistic, smudged, faded, patchy"
NA - Pencil drawing,"detailed, high contrast, {prompt}, realistic, sharp focus, artistic, professional, classic, dramatic lighting, fine details, depth of field, expressive, timeless","smudged, poorly defined, low detail, messy, uneven shading, low contrast, blurry, rough lines, incomplete, scribbled, overly simplified, childish, jagged edges, pixelated, distorted, unrealistic proportions"
NA - Black and white photograph ,"detailed, high contrast, {prompt}, realistic, sharp focus, artistic, professional, classic, dramatic lighting, fine details, depth of field, expressive, timeless","overexposed, underexposed, grainy, blurry, low resolution, poorly lit, low contrast, flat, washed out, pixelated, distorted, poorly framed, out of focus, harsh shadows, uneven lighting, unprofessional, unrealistic"
NA - Stone engraving,"black and white, intricate details, {prompt}, high contrast, realistic, sharp lines, traditional, artistic, professional, fine details, texture, expressive, classic, hand-carved, etched, chiseled
","rough, uneven, poorly carved, low detail, messy, jagged lines, inconsistent, low contrast, blurry, pixelated, distorted, unrealistic, unprofessional, poorly executed, overly simplistic, flat, rough texture, grainy, smudged, unfinished, artificial"


>>>>>>>> PAINTING STYLE <<<<<<<<,,

NA - Watercolor Painting style,"transparent layers, fluid washes, delicate color blends, light effects, spontaneous strokes, nature themes, soft textures, luminous scenes, artistic subtlety, dynamic movement, atmospheric mood, botanical illustrations, landscape purity, emotional expression, dreamlike quality, visual delicacy, nuanced shading, watercolor florals, ethereal beauty, creative freedom","heavy textures, digital effects, bold line art, opaque finishes"
NA - Oil Painting style,"rich textures, vibrant color depth, classical techniques, dynamic brushwork, historical scenes, portrait mastery, luminous finishes, dramatic compositions, artistic longevity, layered applications, realistic details, genre scenes, expressive faces, landscape realism, still life precision, emotional intensity, cultural depictions, renaissance influences, impressionistic flair, visual richness","minimalist graphics, flat digital prints, quick sketches, watercolor transparency"
NA - Acrylic Painting style,"versatile medium, bright pigments, quick drying, mixed media compatibility, bold textures, contemporary themes, abstract expressions, layered painting, modern art, vivid colors, dynamic strokes, artistic flexibility, pop art vibrancy, mural scale, realism techniques, innovative applications, sculptural effects, urban art, expressive landscapes, creative experimentation","classical egg tempera, delicate watercolors, engravings, digital pixel art"
NA - Graphics style,"line art mastery, black and white contrast, etching techniques, printmaking art, detailed illustrations, woodcut effects, lithography, visual storytelling, graphic design, symbolic imagery, artistic prints, narrative engravings, cultural posters, minimalist aesthetics, dynamic compositions, technical precision, ink drawing, visual communication, emblematic scenes, artistic expression","photorealistic paintings, color field painting, large-scale installations, abstract sculptures"
NA - Black and White Graphics style,"monochromatic beauty, shadow and light interplay, grayscale nuances, ink illustrations, pencil sketches, dramatic intensity, visual clarity, tonal variations, noir aesthetics, simplicity and complexity, atmospheric scenes, silhouette art, textural depth, expressive linework, minimalist design, abstract forms, visual impact, conceptual art, charcoal depth, elegant simplicity","saturated color paintings, digital color overlays, multi-colored prints, vibrant watercolors"
NA - Surrealism style,"dreamlike imagery, bizarre scenes, unconscious mind exploration, symbolic objects, distorted figures, surreal landscapes, fantastical creatures, psychological themes, visual paradoxes, automatic drawing, metaphysical art, surreal humor, abstract forms, creative juxtapositions, subconscious art, illusionistic detail, surreal narratives, existential questions, artistic innovation, otherworldly visions","literal representations, documentary photography, straightforward landscapes, minimal abstract patterns"
NA - Impressionism style,"light capturing, quick brushstrokes, color luminosity, outdoor painting, fleeting moments, visual impression, atmospheric effects, everyday life, vibrant landscapes, movement depiction, plein air techniques, soft edges, color harmony, transient scenes, reflective water, natural light, seasonal changes, social gatherings, painterly textures, artistic spontaneity","hyper-detailed realism, static compositions, dark palettes, industrial design"
NA - Expressionism style,"emotional expression, bold colors, distorted forms, subjective perspective, dramatic intensity, inner turmoil, urban scenes, existential angst, social critique, abstracted figures, dynamic brushwork, psychological depth, spiritual experiences, cultural rebellion, artistic innovation, gestural lines, primal themes, confrontational art, expressive portraiture, emotional landscapes","photorealistic replication, calm pastoral scenes, geometric abstraction, digital minimalism"
NA - Abstract Art style,"non-representational forms, color fields, geometric abstraction, visual language, spontaneous creation, emotional impact, abstract expressionism, minimalist design, conceptual art, dynamic compositions, artistic freedom, visual rhythm, form and color exploration, gestural abstraction, structural simplicity, painterly abstraction, chromatic intensity, abstract landscapes, visual purity, artistic essence","figurative realism, narrative illustration, classical portraiture, detailed landscapes"
NA - Realism style,"lifelike representation, detailed observation, everyday scenes, naturalistic depiction, social realism, historical accuracy, visual truth, contemporary life, environmental realism, portrait accuracy, landscape fidelity, still life precision, human condition, cultural documentation, technical skill, chiaroscuro technique, realist tradition, narrative depth, emotional authenticity, visual documentation","fantastical elements, surreal imagery, abstract patterns, exaggerated caricatures"
NA - Watercolor Painting style,"transparent layers, fluid washes, delicate color blends, light effects, spontaneous strokes, nature themes, soft textures, luminous scenes, artistic subtlety, dynamic movement, atmospheric mood, botanical illustrations, landscape purity, emotional expression, dreamlike quality, visual delicacy, nuanced shading, watercolor florals, ethereal beauty, creative freedom","heavy textures, digital effects, bold line art, opaque finishes"
NA - Oil Painting style,"rich textures, vibrant color depth, classical techniques, dynamic brushwork, historical scenes, portrait mastery, luminous finishes, dramatic compositions, artistic longevity, layered applications, realistic details, genre scenes, expressive faces, landscape realism, still life precision, emotional intensity, cultural depictions, renaissance influences, impressionistic flair, visual richness","minimalist graphics, flat digital prints, quick sketches, watercolor transparency"
NA - Acrylic Painting style,"versatile medium, bright pigments, quick drying, mixed media compatibility, bold textures, contemporary themes, abstract expressions, layered painting, modern art, vivid colors, dynamic strokes, artistic flexibility, pop art vibrancy, mural scale, realism techniques, innovative applications, sculptural effects, urban art, expressive landscapes, creative experimentation","classical egg tempera, delicate watercolors, engravings, digital pixel art"
NA - Graphics style,"line art mastery, black and white contrast, etching techniques, printmaking art, detailed illustrations, woodcut effects, lithography, visual storytelling, graphic design, symbolic imagery, artistic prints, narrative engravings, cultural posters, minimalist aesthetics, dynamic compositions, technical precision, ink drawing, visual communication, emblematic scenes, artistic expression","photorealistic paintings, color field painting, large-scale installations, abstract sculptures"
NA - Black and White Graphics style,"monochromatic beauty, shadow and light interplay, grayscale nuances, ink illustrations, pencil sketches, dramatic intensity, visual clarity, tonal variations, noir aesthetics, simplicity and complexity, atmospheric scenes, silhouette art, textural depth, expressive linework, minimalist design, abstract forms, visual impact, conceptual art, charcoal depth, elegant simplicity","saturated color paintings, digital color overlays, multi-colored prints, vibrant watercolors"
NA - Surrealism style,"dreamlike imagery, bizarre scenes, unconscious mind exploration, symbolic objects, distorted figures, surreal landscapes, fantastical creatures, psychological themes, visual paradoxes, automatic drawing, metaphysical art, surreal humor, abstract forms, creative juxtapositions, subconscious art, illusionistic detail, surreal narratives, existential questions, artistic innovation, otherworldly visions","literal representations, documentary photography, straightforward landscapes, minimal abstract patterns"
NA - Impressionism style,"light capturing, quick brushstrokes, color luminosity, outdoor painting, fleeting moments, visual impression, atmospheric effects, everyday life, vibrant landscapes, movement depiction, plein air techniques, soft edges, color harmony, transient scenes, reflective water, natural light, seasonal changes, social gatherings, painterly textures, artistic spontaneity","hyper-detailed realism, static compositions, dark palettes, industrial design"
NA - Expressionism style,"emotional expression, bold colors, distorted forms, subjective perspective, dramatic intensity, inner turmoil, urban scenes, existential angst, social critique, abstracted figures, dynamic brushwork, psychological depth, spiritual experiences, cultural rebellion, artistic innovation, gestural lines, primal themes, confrontational art, expressive portraiture, emotional landscapes","photorealistic replication, calm pastoral scenes, geometric abstraction, digital minimalism"
NA - Abstract Art style,"non-representational forms, color fields, geometric abstraction, visual language, spontaneous creation, emotional impact, abstract expressionism, minimalist design, conceptual art, dynamic compositions, artistic freedom, visual rhythm, form and color exploration, gestural abstraction, structural simplicity, painterly abstraction, chromatic intensity, abstract landscapes, visual purity, artistic essence","figurative realism, narrative illustration, classical portraiture, detailed landscapes"
NA - Realism style,"lifelike representation, detailed observation, everyday scenes, naturalistic depiction, social realism, historical accuracy, visual truth, contemporary life, environmental realism, portrait accuracy, landscape fidelity, still life precision, human condition, cultural documentation, technical skill, chiaroscuro technique, realist tradition, narrative depth, emotional authenticity, visual documentation","fantastical elements, surreal imagery, abstract patterns, exaggerated caricatures"
NA - Pop Art style,"bold imagery, popular culture, bright colors, ironic commentary, mass media subjects, Andy Warhol inspirations, comic styles, dynamic compositions, cultural critique, visual wit, juxtaposition of themes, vibrant expressions, consumerism critique, graphic techniques, everyday objects, iconic visuals, satire and humor, visual impact, cultural symbols, artistic innovation","classical fine art, abstract expressionism, minimalistic design, traditional portraiture"
NA - Photorealism style,"high-detail replication, everyday scenes, precise observation, illusion of reality, Chuck Close techniques, camera-like accuracy, urban landscapes, still life precision, human portraiture, glossy finishes, texture emphasis, light and shadow mastery, artistic discipline, hyper-detailed visuals, reflective surfaces, technical prowess, visual documentation, exact color matching, clarity and sharpness, immersive scenes","abstract art, impressionistic brushwork, fantasy illustrations, non-representational forms"
NA - Historical Style style,"period accuracy, cultural depictions, historical events, traditional costumes, architectural details, genre scenes, historical narratives, classical compositions, renaissance influences, ancient civilizations, epic battles, historical figures, authentic settings, educational art, period drama, heritage preservation, artistic research, time-spanning visuals, cultural heritage, storytelling depth","futuristic concepts, abstract minimalism, pop culture art, modern abstract painting"
NA - Portrait Painting style,"individual likeness, expressive faces, character depth, emotional expression, technical skill, classical beauty, contemporary portraits, artistic interpretation, visual psychology, human essence capture, lighting mastery, compositional balance, background storytelling, personal narratives, cultural identity, painterly techniques, color and tone nuance, gaze interaction, artistic intimacy, soul portrayal","landscape photography, abstract color fields, non-figurative sculpture, digital pixel art"
NA - Landscape Painting style,"natural beauty, atmospheric perspective, outdoor scenes, light variation, impressionistic landscapes, plein air tradition, environmental appreciation, scenic vistas, color harmony, spatial depth, seasonal changes, landscape diversity, rural and urban settings, natural elements, artistic exploration, environmental themes, tranquil moods, panoramic views, dynamic weather, cultural landscapes","studio portraiture, geometric abstraction, conceptual art installations, minimalist interiors"
NA - Glass Painting style,"translucent effects, stained glass art, color overlays, light interaction, traditional techniques, intricate patterns, religious themes, decorative panels, visual texture, luminous colors, historical restoration, craftsmanship, symbolic imagery, layering effects, architectural integration, cultural motifs, detailed outlines, artistic transparency, vibrant scenes, creative expression","opaque mediums, digital animation, heavy impasto, urban sketching"
NA - Engraving style,"meticulous line work, tonal variation, classical illustration, metal plate technique, historical printing, detailed textures, artistic precision, narrative scenes, traditional craftsmanship, black and white imagery, cross-hatching mastery, fine art prints, replication of works, shading techniques, visual depth, intricate designs, cultural documentation, emblematic art, storytelling detail, artistic heritage","color photography, abstract painting, digital 3D models, expressionistic splatter"
NA - Linocut style,"printmaking art, bold contrasts, carved linoleum, graphic impact, simplified forms, texture emphasis, relief printing, artistic reduction, pattern design, traditional and contemporary styles, handcrafted process, black and white or limited palette, folk art influences, visual clarity, decorative motifs, cultural expressions, accessible medium, creative versatility, natural subjects, craft revival","photorealistic digital art, classical oil painting, minimalist digital design, complex color compositions"
NA - Collage style,"mixed media composition, found object art, visual juxtaposition, narrative layering, abstract expression, pop culture mashup, textural diversity, creative recycling, photographic integration, artistic assemblage, Dada influences, surreal combinations, cultural commentary, material contrast, handmade aesthetics, visual storytelling, experimental techniques, artistic montage, conceptual ideas, dynamic layouts","single-medium drawings, traditional landscape painting, classical sculpture, digital vector illustrations"
NA - Silkscreen Printing style,"Andy Warhol technique, graphic prints, layering colors, screen print art, pop imagery, mass production critique, textile designs, bold visual statements, DIY culture, limited edition art, pattern replication, vibrant layers, artistic serigraphy, cultural icons, manual printing process, texture variations, commercial art, wearable graphics, poster design, artistic repetition","classical fresco painting, digital 3D rendering, plein air watercolor, abstract minimalism",


>>>>>>>> PUNK STYLES <<<<<<<<,,

NA - Middlepunk style,"medieval technology, feudal societies, castle fortifications, knightly orders, Gothic architecture, blacksmithing and alchemy, Renaissance influences, courtly intrigues, crusader adventures, illuminated manuscripts, jousting tournaments, plagues and apothecaries, mercantile leagues, peasant revolts, holy relics, dragon myths, bard tales, siege warfare, chivalric romance, mystical arts","modern democracy, industrial revolution, electronic technology, peaceful utopias"
NA - Clockpunk style,"Renaissance clockwork, intricate machinery, da Vinci inventions, baroque aesthetics, mechanical wonders, orreries and automatons, gear-driven devices, steamless technology, artisan craftsmanship, clock towers, ornamental design, scientific exploration, early robotics, timekeeping mysteries, pendulum dynamics, spring-powered gadgets, baroque music, navigational instruments, artisanal guilds, horological marvels","digital electronics, nuclear power, minimalist design, disposable culture"
NA - Steampunk style,"Victorian-era technology, steam-powered machinery, alternate history, neo-Victorian fashion, brass and copper aesthetics, airship adventures, industrial revolution, mechanical innovations, retrofuturism, gaslight fantasy, cybernetic enhancements, gadgetry and invention, clockwork automata, explorers and inventors, dystopian societies, coal-smoke ambiance, ornate craftsmanship, dirigibles and locomotives, Jules Verne inspirations, societal critique","silicon-based technology, wireless communications, clean energy, post-apocalyptic survival"
NA - Dieselpunk style,"interwar aesthetics, diesel-powered innovation, art deco design, pulp adventures, noir sensibilities, retro-futuristic technology, industrial machinery, wartime propaganda, jazz age glamour, alternate 1920s-1950s, gritty urban landscapes, totalitarian regimes, sky pirates, vintage automobiles, early aviation, atomic age optimism, big band soundtracks, hardboiled detectives, cinematic adventures, streamlined fashion","medieval fantasy, digital networks, solar power, minimalist art"
NA - Atompunk style,"cold war era science fiction, atomic energy optimism, space race enthusiasm, mid-century modern design, retrofuturism, Googie architecture, nuclear family ideals, fallout shelters, Sputnik satellites, raygun gadgets, 1950s and 60s pop culture, theremin music, UFO craze, spy espionage, atomic monsters, government conspiracies, space exploration dreams, consumer electronics boom, neon lights, optimistic future visions","prehistoric settings, steam power, digital virtual worlds, post-internet culture"
NA - Biopunk style,"genetic engineering, biohacking, dystopian futures, corporate pharmaceuticals, noir bioethics, underground movements, synthetic biology, rogue scientists, genetic modification, body augmentation, environmental collapse, cybernetic organisms, viral pandemics, organic technology, societal evolution, DNA computing, post-humanism, ecological warfare, bioart, transhuman advancements, moral ambiguity","mechanical automation, classical mythology, steam machinery, digital encryption"
